ID	taxonomy	Taxon	Taxon Level	Feeding	Lifestyle	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
Genus03408	Basidiomycota;Agaricomycotina;Agaricomycetes;Parasola	Parasola	13	Saprotroph	Undefined Saprotroph	Agaricoid	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03409	Basidiomycota;Agaricomycotina;Agaricomycetes;Parmastomyces	Parmastomyces	13	Saprotroph	Wood Saprotroph	Corticioid	Brown Rot	Highly Probable	NULL	b'Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060)'
Genus03410	Basidiomycota;Agaricomycotina;Agaricomycetes;Paxillus	Paxillus	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	NULL	b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))'
Genus03411	Basidiomycota;Agaricomycotina;Agaricomycetes;Peniophorella	Peniophorella	13	Saprotroph	Undefined Saprotroph	Corticioid	White Rot	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03412	Basidiomycota;Agaricomycotina;Agaricomycetes;Perenniporia	Perenniporia	13	Saprotroph	Wood Saprotroph	Corticioid	White Rot	Highly Probable	NULL	b'Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03413	Basidiomycota;Agaricomycotina;Agaricomycetes;Phaeogalera	Phaeogalera	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03414	Basidiomycota;Agaricomycotina;Agaricomycetes;Phaeolus	Phaeolus	13	Saprotroph	Wood Saprotroph	Polyporoid	Brown Rot	Highly Probable	NULL	b'Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060)'
Genus03415	Basidiomycota;Agaricomycotina;Agaricomycetes;Phaeomarasmius	Phaeomarasmius	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03416	Basidiomycota;Agaricomycotina;Agaricomycetes;Phaeomyces	Phaeomyces	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03417	Basidiomycota;Agaricomycotina;Agaricomycetes;Phallus	Phallus	13	Saprotroph	Litter Saprotroph-Soil Saprotroph-Wood Saprotroph	Phalloid	White Rot	Probable	Common name - stinkhorn; Saprobic, on soil or decaying wood, with spores dispersed by insects that are attracted to the fruit bodies by their distictive foetid smell (Cannon & Kirk 2007)	b'Dix NJ, Cairney JWG. 1985. Transactions of the British Mycological Society 85:514-520 ((https://doi.org/10.1016/S0007-1536(85)80049-8)); Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf)); Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03418	Basidiomycota;Agaricomycotina;Agaricomycetes;Phanerochaete	Phanerochaete	13	Saprotroph	Wood Saprotroph	Corticioid	White Rot	Highly Probable	NULL	b'Glenn JK, et al. 1983. Biochemical and Biophysical Research Communications 114:1077-1083 ((https://doi.org/10.1016/0006-291x((83))90672-1))'
Genus03419	Basidiomycota;Agaricomycotina;Agaricomycetes;Phellinus	Phellinus	13	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Polyporoid	White Rot	Highly Probable	NULL	b'Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060)'
Genus03420	Basidiomycota;Agaricomycotina;Agaricomycetes;Phlebia	Phlebia	13	Saprotroph	Wood Saprotroph	Corticioid	White Rot	Highly Probable	NULL	b'Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)'
Genus03421	Basidiomycota;Agaricomycotina;Agaricomycetes;Phlebiopsis	Phlebiopsis	13	Saprotroph	Undefined Saprotroph	NULL	White Rot	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03422	Basidiomycota;Agaricomycotina;Agaricomycetes;Phlebopus	Phlebopus	13	Saprotroph-Symbiotroph	Animal Associated Biotroph-Root Associate Biotroph	Microfungus	Brown Rot	Highly Probable	Insect symbiont	b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as ECM/not ECM); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)) ((as ECM))'
Genus03423	Basidiomycota;Agaricomycotina;Agaricomycetes;Pholiota	Pholiota	13	Saprotroph	Undefined Saprotroph	Agaricoid	White Rot	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03424	Basidiomycota;Agaricomycotina;Agaricomycetes;Pholiotina	Pholiotina	13	Saprotroph	Undefined Saprotroph	Agaricoid	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03425	Basidiomycota;Agaricomycotina;Agaricomycetes;Phylloporus	Phylloporus	13	Symbiotroph	Ectomycorrhizal	NULL	NULL	Highly Probable	NULL	b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))'
Genus03427	Basidiomycota;Agaricomycotina;Agaricomycetes;Physalacria	Physalacria	13	Saprotroph	Undefined Saprotroph	Agaricoid	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03428	Basidiomycota;Agaricomycotina;Agaricomycetes;Piloderma	Piloderma	13	Symbiotroph	Ectomycorrhizal	Corticioid	NULL	Highly Probable	NULL	b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))'
Genus03429	Basidiomycota;Agaricomycotina;Agaricomycetes;Piriformospora	Piriformospora	13	Saprotroph-Symbiotroph	Endophyte-Orchid Mycorrhizal-Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Costa IPMW, et al. 2012. Mycotaxon 119:26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)) (as grass endophyte); Basiewicz, et al. 2012. Fungal Biology 116:204-213 ((https://doi.org/10.1016/j.funbio.2011.11.003)) (as orchid mycorrhizae); Tedersoo L, et al. 2014. Science 346:1256688 ((https://doi.org/10.1126/science.1256688)) (as saprotroph)'
Genus03430	Basidiomycota;Agaricomycotina;Agaricomycetes;Pisolithus	Pisolithus	13	Symbiotroph	Ectomycorrhizal	Gasteroid	NULL	Highly Probable	NULL	b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))'
Genus03431	Basidiomycota;Agaricomycotina;Agaricomycetes;Pleurocybella	Pleurocybella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03432	Basidiomycota;Agaricomycotina;Agaricomycetes;Pleuroflammula	Pleuroflammula	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03433	Basidiomycota;Agaricomycotina;Agaricomycetes;Pleurotopsis	Pleurotopsis	13	Saprotroph	Undefined Saprotroph	Agaricoid	NULL	Probable	NULL	b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf))'
Genus03434	Basidiomycota;Agaricomycotina;Agaricomycetes;Pleurotus	Pleurotus	13	Pathotroph-Saprotroph	Endophyte-Plant Pathogen-Wood Saprotroph	Agaricoid	White Rot	Probable	This genus is known to be nematophagous, capturing and consuming nematodes.	b'James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
Genus03435	Basidiomycota;Agaricomycotina;Agaricomycetes;Plicaturopsis	Plicaturopsis	13	Saprotroph	Wood Saprotroph	Corticioid	White Rot	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03436	Basidiomycota;Agaricomycotina;Agaricomycetes;Pluteus	Pluteus	13	Pathotroph-Saprotroph	Bryophyte Parasite-Litter Saprotroph-Wood Saprotroph	Agaricoid	White Rot	Probable	NULL	b'Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf)); James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03437	Basidiomycota;Agaricomycotina;Agaricomycetes;Podoscypha	Podoscypha	13	Saprotroph	Undefined Saprotroph	NULL	White Rot	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03438	Basidiomycota;Agaricomycotina;Agaricomycetes;Polyozellus	Polyozellus	13	Symbiotroph	Ectomycorrhizal	Cantherelloid	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03439	Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporoletus	Polyporoletus	13	Symbiotroph	Ectomycorrhizal	Polyporoid	NULL	Highly Probable	NULL	b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))'
Genus03440	Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporus	Polyporus	13	Saprotroph	Wood Saprotroph	Polyporoid	White Rot	Highly Probable	NULL	b'Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060)'
Genus03442	Basidiomycota;Agaricomycotina;Agaricomycetes;Porodaedalea	Porodaedalea	13	Saprotroph	Undefined Saprotroph	NULL	White Rot	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03443	Basidiomycota;Agaricomycotina;Agaricomycetes;Porodisculus	Porodisculus	13	Pathotroph	Plant Pathogen-Wood Saprotroph	NULL	Brown Rot	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03444	Basidiomycota;Agaricomycotina;Agaricomycetes;Porostereum	Porostereum	13	Saprotroph	Undefined Saprotroph	Corticioid	White Rot	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03446	Basidiomycota;Agaricomycotina;Agaricomycetes;Porphyrellus	Porphyrellus	13	Symbiotroph	Ectomycorrhizal	Boletoid	NULL	Highly Probable	NULL	b'Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))'
Genus03447	Basidiomycota;Agaricomycotina;Agaricomycetes;Porpolomopsis	Porpolomopsis	13	Saprotroph-Symbiotroph	Undefined Saprotroph-Undefined Symbiotroph	Agaricoid	NULL	Highly Probable	Previously classified as Hygrocybe; carbon signature suggests biotrophy with bryophytes, grasses, or understory plants (Seitzman et al. 2011)	b'Seitzman BH, et al. 2011. Mycologia 103:280-290 ((https://doi.org/10.3852/10-195)); Lodge J., et al. 2014. Fungal Diversity 64:1-99 ((https://doi.org/10.1007/s13225-013-0259-0)); Lodge J. 2014. Omphalina 5:2-6 ((https://www.fs.fed.us/nrs/pubs/jrnl/2014/nrs_2014_lodge_001.pdf))'
Genus03448	Basidiomycota;Agaricomycotina;Agaricomycetes;Postia	Postia	13	Saprotroph	Wood Saprotroph	Polyporoid	Brown Rot	Highly Probable	NULL	b'Jordan CR, et al. 1996. Holzforschung - International Journal of the Biology, Chemistry, Physics and Technology of Wood 50:312-318 ((https://doi.org/10.1515/hfsg.1996.50.4.312))'
Genus03449	Basidiomycota;Agaricomycotina;Agaricomycetes;Psathyrella	Psathyrella	13	Saprotroph	Wood Saprotroph	Agaricoid	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03451	Basidiomycota;Agaricomycotina;Agaricomycetes;Pseudoclitocybe	Pseudoclitocybe	13	Saprotroph	Undefined Saprotroph	Agaricoid	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03452	Basidiomycota;Agaricomycotina;Agaricomycetes;Pseudocolus	Pseudocolus	13	Saprotroph	Undefined Saprotroph	Clathroid	NULL	Probable	Common name - stinkhorn	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03454	Basidiomycota;Agaricomycotina;Agaricomycetes;Pseudomerulius	Pseudomerulius	13	Saprotroph	Wood Saprotroph	NULL	Brown Rot	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03455	Basidiomycota;Agaricomycotina;Agaricomycetes;Pseudoomphalina	Pseudoomphalina	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03458	Basidiomycota;Agaricomycotina;Agaricomycetes;Punctularia	Punctularia	13	Saprotroph	Undefined Saprotroph	Corticioid	White Rot	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03459	Basidiomycota;Agaricomycotina;Agaricomycetes;Pycnoporus	Pycnoporus	13	Saprotroph	Wood Saprotroph	Polyporoid	White Rot	Highly Probable	NULL	b'Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060)'
Genus03460	Basidiomycota;Agaricomycotina;Agaricomycetes;Ramaria	Ramaria	13	Symbiotroph	Ectomycorrhizal	Clavarioid	NULL	Possible	NULL	b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as ECM/not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((10.1007/s00572-009-0274-x)) (pro parte); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)) (as ECM)'
Genus03461	Basidiomycota;Agaricomycotina;Agaricomycetes;Ramaricium	Ramaricium	13	Saprotroph	Undefined Saprotroph	NULL	White Rot	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03462	Basidiomycota;Agaricomycotina;Agaricomycetes;Ramariopsis	Ramariopsis	13	Saprotroph	Undefined Saprotroph	Clavarioid	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03463	Basidiomycota;Agaricomycotina;Agaricomycetes;Repetobasidium	Repetobasidium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03464	Basidiomycota;Agaricomycotina;Agaricomycetes;Resinicium	Resinicium	13	Saprotroph	Undefined Saprotroph	Corticioid	White Rot	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03465	Basidiomycota;Agaricomycotina;Agaricomycetes;Resupinatus	Resupinatus	13	Saprotroph	Undefined Saprotroph	Corticioid	White Rot	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03466	Basidiomycota;Agaricomycotina;Agaricomycetes;Rhizochaete	Rhizochaete	13	Saprotroph	Undefined Saprotroph	Corticioid	White Rot	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03468	Basidiomycota;Agaricomycotina;Agaricomycetes;Rhizopogon	Rhizopogon	13	Symbiotroph	Ectomycorrhizal	Gasteroid	Hypogeous	Highly Probable	Common name - false truffle	b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))'
Genus03469	Basidiomycota;Agaricomycotina;Agaricomycetes;Rhodocollybia	Rhodocollybia	13	Saprotroph	Undefined Saprotroph	Agaricoid	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03470	Basidiomycota;Agaricomycotina;Agaricomycetes;Rhodocybe	Rhodocybe	13	Saprotroph	Undefined Saprotroph	Agaricoid	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03471	Basidiomycota;Agaricomycotina;Agaricomycetes;Rhodocybella	Rhodocybella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03472	Basidiomycota;Agaricomycotina;Agaricomycetes;Richoniella	Richoniella	13	Symbiotroph	Ectomycorrhizal	NULL	NULL	Possible	NULL	b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as ECM/not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (as ECM); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)) ((as ECM))'
Genus03473	Basidiomycota;Agaricomycotina;Agaricomycetes;Rickenella	Rickenella	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03474	Basidiomycota;Agaricomycotina;Agaricomycetes;Rigidoporus	Rigidoporus	13	Saprotroph	Wood Saprotroph	Polyporoid	White Rot	Highly Probable	NULL	b'Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060)'
Genus03475	Basidiomycota;Agaricomycotina;Agaricomycetes;Rogersella	Rogersella	13	Saprotroph	Undefined Saprotroph	NULL	White Rot	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03476	Basidiomycota;Agaricomycotina;Agaricomycetes;Russula	Russula	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	NULL	b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))'
Genus03477	Basidiomycota;Agaricomycotina;Agaricomycetes;Sarcodon	Sarcodon	13	Symbiotroph	Ectomycorrhizal	Hydnoid	NULL	Highly Probable	NULL	b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))'
Genus03478	Basidiomycota;Agaricomycotina;Agaricomycetes;Sarcomyxa	Sarcomyxa	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03479	Basidiomycota;Agaricomycotina;Agaricomycetes;Schizophyllum	Schizophyllum	13	Saprotroph	Wood Saprotroph	NULL	White Rot	Highly Probable	NULL	b'Ahmada SS, Miles PG. 1970. Genetical Research 15:19-28 ((https://doi.org/10.1017/S0016672300001336))'
Genus03480	Basidiomycota;Agaricomycotina;Agaricomycetes;Scleroderma	Scleroderma	13	Symbiotroph	Ectomycorrhizal	Gasteroid	NULL	Highly Probable	Common name - puffball	b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))'
Genus03481	Basidiomycota;Agaricomycotina;Agaricomycetes;Sclerotium	Sclerotium	13	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	NULL	Soft Rot	Probable	NULL	b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
Genus03482	Basidiomycota;Agaricomycotina;Agaricomycetes;Scytinostroma	Scytinostroma	13	Saprotroph	Undefined Saprotroph	NULL	White Rot	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03483	Basidiomycota;Agaricomycotina;Agaricomycetes;Sebacina	Sebacina	13	Symbiotroph	Ectomycorrhizal-Orchid Mycorrhizal-Root Associated Biotroph	NULL	NULL	Possible	NULL	b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)); Wei\xc3\x9f, et al. 2016. New Phytologist 211;20-40 ((https://doi.org/10.1111/nph.13977)) (various guilds)'
Genus03485	Basidiomycota;Agaricomycotina;Agaricomycetes;Serpula_fungus	Serpula	13	Saprotroph	Wood Saprotroph	Corticioid	Brown Rot	Probable	Serpula lacyrmans (dry rot) is an aggressive brown-rot fungus that causes very significant economic losses through degradation of wooden parts of buildings (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03487	Basidiomycota;Agaricomycotina;Agaricomycetes;Sistotrema	Sistotrema	13	Saprotroph-Symbiotroph	Ectomycorrhizal-Wood Saprotroph	Corticioid	White Rot	Possible	NULL	b'Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060); Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as ECM/not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)) (as ECM/not ECM).'
Genus03488	Basidiomycota;Agaricomycotina;Agaricomycetes;Skvortzovia	Skvortzovia	13	Saprotroph	Undefined Saprotroph	NULL	White Rot	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03489	Basidiomycota;Agaricomycotina;Agaricomycetes;Sparassis	Sparassis	13	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	NULL	Brown Rot	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03490	Basidiomycota;Agaricomycotina;Agaricomycetes;Sphaerobolus	Sphaerobolus	13	Saprotroph	Undefined Saprotroph	Gasteroid	White Rot	Probable	Common name - cannon ball fungus	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus03491	Basidiomycota;Agaricomycotina;Agaricomycetes;Spongipellis	Spongipellis	13	Saprotroph	Wood Saprotroph	Polyporoid	White Rot	Highly Probable	NULL	b'Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060)'
Genus03492	Basidiomycota;Agaricomycotina;Agaricomycetes;Squamanita	Squamanita	13	Pathotroph	Fungal Parasite	NULL	NULL	Highly Probable	NULL	b'List compiled by John Plischke III ((https://goodmushroom.weebly.com/uploads/5/7/1/7/57176535/fungi_on_fungi_pdf_lq.pdf))'
Genus03493	Basidiomycota;Agaricomycotina;Agaricomycetes;Steccherinum	Steccherinum	13	Saprotroph	Undefined Saprotroph	Corticioid	White Rot	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
