ID	taxonomy	Taxon	Taxon Level	Feeding	Lifestyle	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
Genus01616	Ascomycota;Ascomycota_X;Ascomycota_XX;Acrodontium	Acrodontium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
Genus01620	Ascomycota;Pezizomycotina;Arthoniomycetes;Combea	Combea	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus01621	Ascomycota;Pezizomycotina;Arthoniomycetes;Dendrographa	Dendrographa	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus01622	Ascomycota;Pezizomycotina;Arthoniomycetes;Lecanactis	Lecanactis	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus01623	Ascomycota;Pezizomycotina;Arthoniomycetes;Opegrapha	Opegrapha	13	Symbiotroph	Lichenized	Microfungus-Thallus	NULL	Possible	Lichenized and non-licenized taxa	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus01624	Ascomycota;Pezizomycotina;Arthoniomycetes;Roccella	Roccella	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus01625	Ascomycota;Pezizomycotina;Arthoniomycetes;Roccellographa	Roccellographa	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Outline of Ascomycota ((http://www.fieldmuseum.org/myconet))'
Genus01626	Ascomycota;Pezizomycotina;Dothideomycetes;Abrothallus	Abrothallus	13	Pathotroph	Lichen Parasite	Microfungus	NULL	Possible	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus01627	Ascomycota;Pezizomycotina;Dothideomycetes;Acanthostigma	Acanthostigma	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01629	Ascomycota;Pezizomycotina;Dothideomycetes;Acrocordiopsis	Acrocordiopsis	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01630	Ascomycota;Pezizomycotina;Dothideomycetes;Acrospermum	Acrospermum	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01631	Ascomycota;Pezizomycotina;Dothideomycetes;Aigialus	Aigialus	13	Saprotroph	Plant Saprotroph	Microfungus	NULL	Highly Probable	Saprotroph isolated from submerged roots and branches of Rhizophora mangle in the Caribbean Sea (Kohlmeyer & Schatz 1985)	b'Kohlmeyer J, Schatz S. 1985. Transactions of the British Mycological Society 85:699-707 ((https://doi.org/10.1016/S0007-1536(85)80266-7))'
Genus01632	Ascomycota;Pezizomycotina;Dothideomycetes;Aliquandostipite	Aliquandostipite	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01633	Ascomycota;Pezizomycotina;Dothideomycetes;Alternaria	Alternaria	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph	Microfungus	Soft Rot	Possible	NULL	b'Duncan CG, Eslyn WE. 1966. Mycologia 58642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01634	Ascomycota;Pezizomycotina;Dothideomycetes;Alternariaster	Alternariaster	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01635	Ascomycota;Pezizomycotina;Dothideomycetes;Amarenographium	Amarenographium	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Highly Probable	On leaves and decaying wood (Nag Raj 1989)	b'Nag Raj TR. 1989. Canadian Journal of Botany 67:3169-3186 ((https://doi.org/10.1139/b89-396))'
Genus01636	Ascomycota;Pezizomycotina;Dothideomycetes;Amniculicola	Amniculicola	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01637	Ascomycota;Pezizomycotina;Dothideomycetes;Amorosia	Amorosia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01638	Ascomycota;Pezizomycotina;Dothideomycetes;Ampelomyces	Ampelomyces	13	Saprotroph-Symbiotroph	Endophyte-Undefined Saprotroph	Microfungus	NULL	Probable	Endophyte detection method-culture (Dik et al. 1998)	b'Dik AJ, et al. 1998. European Journal of Plant Pathology 104:413-423 ((https://doi.org/10.1023/A:1008025416672)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01639	Ascomycota;Pezizomycotina;Dothideomycetes;Anisomeridium	Anisomeridium	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus01641	Ascomycota;Pezizomycotina;Dothideomycetes;Aplosporella	Aplosporella	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01642	Ascomycota;Pezizomycotina;Dothideomycetes;Aquaphila	Aquaphila	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01644	Ascomycota;Pezizomycotina;Dothideomycetes;Arthopyrenia	Arthopyrenia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus01645	Ascomycota;Pezizomycotina;Dothideomycetes;Ascochyta	Ascochyta	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01646	Ascomycota;Pezizomycotina;Dothideomycetes;Ascocratera	Ascocratera	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01647	Ascomycota;Pezizomycotina;Dothideomycetes;Asteromassaria	Asteromassaria	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01648	Ascomycota;Pezizomycotina;Dothideomycetes;Asteromella	Asteromella	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01649	Ascomycota;Pezizomycotina;Dothideomycetes;Astrosphaeriella	Astrosphaeriella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01651	Ascomycota;Pezizomycotina;Dothideomycetes;Aureobasidium	Aureobasidium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Plant Pathogen-Undefined Saprotroph	Facultative Yeast	NULL	Possible	NULL	b'Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Wachowska U, G\xc5\x82owacka K. 2014. BioControl 59:635-645 ((https://doi.org/10.1007/s10526-014-9596-5)); Irinyia L, et al. 2016. Fungal Biology 120:125-136 ((https://doi.org/10.1016/j.funbio.2015.04.007)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
Genus01652	Ascomycota;Pezizomycotina;Dothideomycetes;Bagnisiella	Bagnisiella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01653	Ascomycota;Pezizomycotina;Dothideomycetes;Bambusicola	Bambusicola	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01654	Ascomycota;Pezizomycotina;Dothideomycetes;Batcheloromyces	Batcheloromyces	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01656	Ascomycota;Pezizomycotina;Dothideomycetes;Berkleasmium	Berkleasmium	13	Saprotroph	Wood Saprotroph	Microfungus	NULL	Possible	Isolated from dead wood and bark (Moore 1959)	b'Moore RT. 1959. Mycologia 51:734-739 ((https://doi.org/10.1080/00275514.1959.12024855))'
Genus01657	Ascomycota;Pezizomycotina;Dothideomycetes;Bimuria	Bimuria	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01658	Ascomycota;Pezizomycotina;Dothideomycetes;Bipolaris	Bipolaris	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01659	Ascomycota;Pezizomycotina;Dothideomycetes;Boeremia	Boeremia	13	Pathotroph	Endophyte-Plant Pathogen	NULL	NULL	Possible	Host - Asteraceae	b'Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf))'
Genus01664	Ascomycota;Pezizomycotina;Dothideomycetes;Brunneosphaerella	Brunneosphaerella	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01665	Ascomycota;Pezizomycotina;Dothideomycetes;Bryochiton	Bryochiton	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01666	Ascomycota;Pezizomycotina;Dothideomycetes;Byssothecium	Byssothecium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01667	Ascomycota;Pezizomycotina;Dothideomycetes;Camarosporium	Camarosporium	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Microfungus	NULL	Possible	Endophyte detection method-culture (Del Olmo-Ruiz & Arnold 2014); Endophyte host - Chenipodiaceae	b'Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Del Olmo-Ruiz M, Arnold AE. 2014. Mycologia 106:8-21 ((https://doi.org/10.3852/13-098)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
Genus01668	Ascomycota;Pezizomycotina;Dothideomycetes;Capnobotryella	Capnobotryella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01670	Ascomycota;Pezizomycotina;Dothideomycetes;Capnodium	Capnodium	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01671	Ascomycota;Pezizomycotina;Dothideomycetes;Carinispora	Carinispora	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01672	Ascomycota;Pezizomycotina;Dothideomycetes;Caryospora_fungus	Caryospora	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01673	Ascomycota;Pezizomycotina;Dothideomycetes;Catenulostroma	Catenulostroma	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01674	Ascomycota;Pezizomycotina;Dothideomycetes;Cenococcum	Cenococcum	13	Symbiotroph	Ectomycorrhizal	NULL	NULL	Highly Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01675	Ascomycota;Pezizomycotina;Dothideomycetes;Cercospora	Cercospora	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
Genus01676	Ascomycota;Pezizomycotina;Dothideomycetes;Cercosporella	Cercosporella	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
Genus01677	Ascomycota;Pezizomycotina;Dothideomycetes;Cercostigmina	Cercostigmina	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
Genus01678	Ascomycota;Pezizomycotina;Dothideomycetes;Chaenotheca	Chaenotheca	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01682	Ascomycota;Pezizomycotina;Dothideomycetes;Chalastospora	Chalastospora	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
Genus01684	Ascomycota;Pezizomycotina;Dothideomycetes;Cladoriella	Cladoriella	13	Symbiotroph	Epiphyte	Microfungus	NULL	Probable	Host - Eucalyptus	b'Crous PW, et al. 2006. Studies in Mycology 55:53-63 ((https://doi.org/10.3114/sim.55.1.53))'
Genus01686	Ascomycota;Pezizomycotina;Dothideomycetes;Clathrospora	Clathrospora	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01689	Ascomycota;Pezizomycotina;Dothideomycetes;Coccodinium	Coccodinium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01690	Ascomycota;Pezizomycotina;Dothideomycetes;Cochliobolus	Cochliobolus	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
Genus01691	Ascomycota;Pezizomycotina;Dothideomycetes;Coleophoma	Coleophoma	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01692	Ascomycota;Pezizomycotina;Dothideomycetes;Comoclathris	Comoclathris	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01694	Ascomycota;Pezizomycotina;Dothideomycetes;Coniothyrium	Coniothyrium	13	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Microfungus	Soft Rot	Highly Probable	NULL	b'Duncan CG, Eslyn WE. 1966. Mycologia 58642-664 ((https://doi.org/10.2307/3757045)); Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
Genus01695	Ascomycota;Pezizomycotina;Dothideomycetes;Corynespora	Corynespora	13	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobes or weak parasites on a large number of plant species... A number of economically important plant diseaes are caused by this family, especially leaf spots and fruit disorders; many ascribed to the Corynespora cassiicola complex (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017)((http://www.lichenicolous.net/))'
Genus01697	Ascomycota;Pezizomycotina;Dothideomycetes;Cucurbitaria	Cucurbitaria	13	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Microfungus	NULL	Probable	Necrotrophic or saprobic on woody plants (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01698	Ascomycota;Pezizomycotina;Dothideomycetes;Curvularia	Curvularia	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01700	Ascomycota;Pezizomycotina;Dothideomycetes;Cymadothea	Cymadothea	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01701	Ascomycota;Pezizomycotina;Dothideomycetes;Dangeardiella	Dangeardiella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01702	Ascomycota;Pezizomycotina;Dothideomycetes;Davidiella	Davidiella	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01704	Ascomycota;Pezizomycotina;Dothideomycetes;Decaisnella	Decaisnella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01705	Ascomycota;Pezizomycotina;Dothideomycetes;Decorospora	Decorospora	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01706	Ascomycota;Pezizomycotina;Dothideomycetes;Delitschia	Delitschia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01708	Ascomycota;Pezizomycotina;Dothideomycetes;Dendryphiella	Dendryphiella	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01709	Ascomycota;Pezizomycotina;Dothideomycetes;Dendryphion	Dendryphion	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01712	Ascomycota;Pezizomycotina;Dothideomycetes;Devriesia	Devriesia	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01713	Ascomycota;Pezizomycotina;Dothideomycetes;Dictyosporium	Dictyosporium	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01714	Ascomycota;Pezizomycotina;Dothideomycetes;Didymella	Didymella	13	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01716	Ascomycota;Pezizomycotina;Dothideomycetes;Didymosphaeria	Didymosphaeria	13	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus01717	Ascomycota;Pezizomycotina;Dothideomycetes;Dissoconium	Dissoconium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01718	Ascomycota;Pezizomycotina;Dothideomycetes;Dothidea	Dothidea	13	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Undefined Saprotroph	Microfungus	NULL	Possible	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01720	Ascomycota;Pezizomycotina;Dothideomycetes;Dothidotthia	Dothidotthia	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01723	Ascomycota;Pezizomycotina;Dothideomycetes;Dothiorella	Dothiorella	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01724	Ascomycota;Pezizomycotina;Dothideomycetes;Dothistroma	Dothistroma	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01725	Ascomycota;Pezizomycotina;Dothideomycetes;Drechslera	Drechslera	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01728	Ascomycota;Pezizomycotina;Dothideomycetes;Elsinoe	Elsinoe	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01729	Ascomycota;Pezizomycotina;Dothideomycetes;Embellisia	Embellisia	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01730	Ascomycota;Pezizomycotina;Dothideomycetes;Endoconidioma	Endoconidioma	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01731	Ascomycota;Pezizomycotina;Dothideomycetes;Endosporium	Endosporium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01732	Ascomycota;Pezizomycotina;Dothideomycetes;Entodesmium	Entodesmium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01733	Ascomycota;Pezizomycotina;Dothideomycetes;Epicoccum	Epicoccum	13	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph	Microfungus	NULL	Probable	NULL	b'Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))'
Genus01735	Ascomycota;Pezizomycotina;Dothideomycetes;Falciformispora	Falciformispora	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01737	Ascomycota;Pezizomycotina;Dothideomycetes;Fenestella	Fenestella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01739	Ascomycota;Pezizomycotina;Dothideomycetes;Floricola	Floricola	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01741	Ascomycota;Pezizomycotina;Dothideomycetes;Fumiglobus	Fumiglobus	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
